place,info,문의 및 안내,주소,주차,입실시간,퇴실시간,객실내 취사 여부,객실수,객실유형,접근로,출입통로,review,영업시간,휴일,대표메뉴,취급메뉴,홈페이지,이용시간,지정현황,입장료,체험가능 연령,화장실,체험 프로그램,이용 시기,주차 요금,이용요금,주요시설,장애인 주차 안내,지체장애 기타 상세,식음료장,부대시설,엘리베이터,객실,유아용보조의자,휠체어,수용인원,규모,수유실,판매 품목,시설이용료,체험프로그램,바비큐장여부,노래방 여부,세미나실 여부,유모차,점자 홍보물,"영유아가족
기타상세",이용가능시설,좌석수,주차요금,대중 교통,오디오 가이드,시각장애 기타상세
대구 고모령비,"장년층의 애창곡 가운데 비내리는 고모령은 작곡가 박시춘이 만들고 1946년에 가수 현인이 불러 수많은 사람들의 심금을 울렸던 노래이다. 이 노래의 배경이 된 곳 고모령에 가면 비 내리는 고모령의 노래비가 있으며, 노래비 뒷면에는 노래비를 세운 사연이 적혀있다. 옛날 고모령에는 남편 없이 어린 남매를 키우는 홀어머니가 있었는데 하루는 스님 한 분이 와서 이 집은 전생에 덕을 쌓지 않았기 때문에, 지금 가난하다고 하여 어머니와 어린 남매는 덕을 쌓기 위해 흙으로 산을 쌓게 되었는데 현재의 모봉, 형봉, 제봉이라는 세 개의 산봉우리가 되었고 동생과 형이 서로 높이 쌓고자 시샘을 하여 싸우는 것을 보고 어머니는 크게 실망하여 자식들을 잘못 키웠다는 죄스러움으로 집을 나와 버렸다. 집을 나와 하염없이 걷던 길이 지금의 고모령이며 정상에 와서 집을 향해 뒤돌아 봤는데 그 이름이 뒤돌아 볼 고(顧) 어미 모(母)를 합쳐 고모라는 마을 이름도 이곳에서 나왔다. 지금은 경부선 때문에 산은 잘렸고 망우공원에서 파크호텔 팔현부락을 거쳐 고모역으로 이어지는 옛 고갯길이 이어져 있다.",,대구광역시 수성구 팔현길 241 (만촌동),가능,,,,,,,,망우당공원에는 벤치가 정말 많습니다 쉬었다가세요 어머니와 함께 이렇게 대구안에서 산책하기 좋은 곳을 갔다오니 좋았습니다.,,연중무휴,,,https://www.suseong.kr/tour/,상시 개방,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
꽃보라동산,꽃보라동산은 대구시청 별관 바로 옆에 위치하고 있다. 대구 북구 8경에 속한 곳으로 경북대서문 네거리에서 도청교에 이르는 신천동로 변의 공원이다. 이 공원은 벚꽃 명소로 유명한 곳으로 ‘도심에서 즐기는 벚꽃동산’ 혹은 ‘신천변의 새로운 벚꽃명소로 이색 데이트 장소’로 대구 북구청에서 소개하고 있다. 메인 거리인 벚꽃터널을 비롯해 사랑 고백길과 다양한 포토존을 갖추고 있으며 야간에는 조명을 밝혀 야간 벚꽃놀이의 즐거움을 더한다. 이 곳 공원길 산책로 사이사이로 생활체육 기구도 설치되어 인근 주민들의 산책로로 활용될 뿐만 아니라 체력 단련장으로 이용되기도 한다. 가까이 신천둔치와 더불어 산책하기 좋은 공원이다.,,대구광역시 북구 산격동 1384-1,가능,,,,,,,,"학교 다닐 때부터 핫플레이스로 유명한 벚꽃 명소입니다^^ 너무 예쁘고 가족단위로도 오기 좋고, 연인과 함께도 좋습니다 밤에도 아름답지만 낮에도 벚꽃이 쭉 이어져서 아름답습니다.",,연중무휴,,,https://www.buk.daegu.kr/tour/,상시 개방,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
송호지공원,"대구 신서 혁신 신도시에 자리잡고 있으며 산업시설과 숙박시설들이 밀집한 곳에 위치하고 있는 조용하고 한적한 산책이 가능한 도심 속 작은 공원이다. 작은 호수인 송호지를 중심으로 주변을 두르는 산책로가 있으며 관찰테크, 전망데크, 잔디광장을 비롯해 운동기구도 갖추어져 있다. 특히 공원은 산업시설에서 발생하는 미세먼지가 인근 지역으로 유입, 확산되지 않도록 하는 역할도 한다. 도심의 작은 공원이지만 곳곳에 벤치와 그늘이 있어 송호지를 둘러 가벼운 산책을 하기 좋다. 도심 속에서 작은 힐링을 원하거나 대구 동쪽으로 여행 시 조용하고 한적한 공간이 필요할 때 맞춤한 공간이다.",,대구광역시 동구 율암로 167 (상매동),가능,,,,,,,,산책하기 좋아요~ 밤공기는 아직 선선해서 좋네요~ 산책하기 정말 최고의 장소인거 같아요. 가족들과 함께 하면 더욱 좋아서 같이 갑니다. 호텔에서 아침에 운동 삼아 걷기 좋아요,,연중무휴,,,,상시 개방,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이천동 99계단 벽화마을,"99계단 벽화마을은 서울의 인사동 거리처럼 고미술 거리로 알려진 대구 남구 이천동 고미술 거리 건너편에 있다. 남구 이천동 수도산 자락에 나지막하면서 오래된 한옥이 밀집해 있는 산자락에 어둡고 칙칙한 시멘트 담장만 있던 골목 99계단에 벽화를 조성하여 밝은 모습의 벽화 골목으로 조성했기 때문에 더욱 의미가 있는 곳이다. 지하철 건들바위역 근처에 있어서 대중교통으로 찾아오기 편리한 곳이며, 벽화 그림은 대구고등학교 미술 동아리, 대구지역 고등학교 학생들이 그려 더욱 의미가 있다. 99세까지 88하게라는 타이틀의 고전적인 풍경부터 아이들이 좋아할 만한 그림까지 다양한 소재의 그림들로 구성 되어 있으며, 벽화를 감상하며 계단을 오르면 수도산 전통사찰인 서봉사에 닿으니 사찰에서 탁 트인 전경을 바라 볼 수 있다. 서봉사 바로 아래에 위치한 카페 작은도서관에서 전망도 즐기고 차 한잔의 여유로 조용하고 한가한 시간을 가질 수도 있다.",,대구광역시 남구 이천로29길 28-1,가능,,,,,,,,벽화들이 예쁘고 다양하게 있어 걸으면서 벽화들을 구경하먀 둘러보는 재미가 있습니다 한옥도 볼 수 있어 한국의 미를 느끼기에 좋아요 99벽화마을 계단을 오르면 보이는 풍경도 예뻐요 그냥 생활주거단지였던곳에 활력을 넣어준 99 벽화마을 남들과는 다른코스의 여행지를 찾으시면 여기에요 오래된 전통가옥과 신식기와집 그리고 아기자기한 벽화까지 매력만점입니다,,연중무휴,,,,상시 개방,,무료,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
앞산 케이블카(앞산 전망대),"케이블카가 있는 앞산공원은 대구 대표의 도시자연공원이다. 지친 일상 속 짧은 시간으로도 충분히 거닐 수 있는 곳에 위치하여, 생활 속 휴식처로 사랑을 받고 있는 공원이다. 케이블카는 공원 내 낙동강 승전기념관이 있는 큰골 자락길에 위치하고 있다. 케이블카를 타고 정상에 올라, 눈앞에 펼쳐지는 그림 같은 대구 경치를 보면, 가슴 벅찬 감동을 느낄 수 있다. 울창한 숲에서 산속 공기를 마음껏 마시고 일상의 스트레스를 내려놓고 다시 활력을 찾을 수 있는 여행을 할 수 있다.",,대구광역시 남구 앞산순환로 574-114 (봉덕동),가능,,,,,,,,"전망이 좋네요~ 간김에 정상까지 등산도 살짝 할수 있고. 쉬엄쉬엄 다니실 분들은 카페에서 아이스크림 먹으면서 경치 구경하는 것도 좋을듯해요. 금토일 공휴일엔 저녁 9시까지도 하니 야간에 구경가는것도 추천이요! 미세먼지가 좀 아쉽지만 시야 좋은날에 가심 더더욱 좋을거 같아요 대구 전경이 한 눈에 보이는 곳까지 케이블카로 편하게 갈 수 있어 너무 좋습니다. 대구가 분지라 그런지 정말 시야가 탁트이게 시원하게 보입니다. 가족들하고 가기 편하고 좋아요. 케이블카 타고 올라가면 전망대까지 편하게 갈 수 있습니다 날이 좋아서 대구 전망이 쫙 보이더라구요 야경이 이쁘니까 밤에 오시는거 추천합니다 아 그리고 길이 여러개인 것 같은데 담에는 걸어 올라가는 코스로 가보려구요 앞산에 올라가면 대구 전체가 짠~~~하고 보여서 좋아요 앞산을 다녀오는 길에 선지국은 꼭 드시고 오세요 지역민들,관광오신분들로 넘쳐납니다~ 가을빛 완연한 앞산케이블카와 앞산전망대! 대구 근교라 짦게 다녀오기 좋아요! 막 단풍이 절정을 햔햐 가고 있어 더 좋은~~ 등산으로 야경을 보는 재미도 있지만 케이블카를 이용해서 올라가 대구를 둘러보는 재미도 좋아요",,연중무휴,,,http://www.apsan-cablecar.co.kr,"[1월]
- 첫출발 10:30
- 정상출발 (평일) 18:30 / (금요일~일요일) 20:00
[2월]
- 첫출발 10:30
- 정상출발 (평일) 19:00 / (금요일~일요일) 20:30
[3월]
- 첫출발 10:30
- 정상출발 (평일) 19:30 / (금요일~일요일) 21:00
[4월]
- 첫출발 10:30
- 정상출발 (평일) 19:30 / (금요일~일요일) 21:30
[5월~8월]
- 첫출발 10:30
- 정상출발 (평일) 19:30 / (금요일~일요일) 22:00
[9월]
- 첫출발 10:30
- 정상출발 (평일) 19:30 / (금요일~일요일) 21:30
[10월]
- 첫출발 10:30
- 정상출발 (평일) 19:00 / (금요일~일요일) 21:00
[11월]
- 첫출발 10:30
- 정상출발 (평일) 18:30 / (금요일~일요일) 20:30
[12월]
- 첫출발 10:30
- 정상출발 (평일) 18:30 / (금요일~일요일) 20:00
※ 우천 및 기상상태에 따라 운행이 조기종료 될 수 있음
※ 시설 점검 등 당사의 사정으로 운행시간은 변경될 수 있음
※ 월별로 이용시간이 상이하므로 자세한 사항은 홈페이지 참조",,,,있음,,,,,,,,,,,,,,,,,,"[개인]
- 대인 왕복 14,000원
- 대인 편도 10,000원
- 소인 왕복 10,000원
- 소인 편도 6,000원
[단체]
- 대인 왕복 12,000원
- 대인 편도 8,000원
- 소인 왕복 8,000원
- 소인 편도 4,000원
※ 자세한 사항은 홈페이지 참조",,,,,,,,,,"- 2시간 이내 1,000원
- 2시간 초과 2,000원",,,
공간울림,전문예술단체 공간울림은 1994년 우리나라 최초의 하우스콘서트를 시작하었다. 다양한 문화 활동으로 우리 사회 문화 현실을 상향 이동케 하는 사회적 동기를 만들며 문화 소외계층의 문화적 기회를 도모함으로써 지역주민들의 문화적 역량과 삶의 능력을 높이는 선구적 문화 운동에 기여 2007년 대구시로부터 전문예술단체로 지정되었다. 지역 예술가들을 지원하는 프로젝트를 비롯하여 어린이부터 성인들까지 전 연령층의 문화생활을 향상시키는 강좌들로 이루어진 인문학 놀이터를 비롯한 다양한 연주회와 축제를 개최하고 있다.,,대구광역시 수성구 삼덕동,가능,,,,,,,,,,매주 일요일~월요일,,,https://oolim.co.kr,12:00~21:00,,,,,,,,공연 별로 상이함,연주홀 / 공연장 / 카페 등,,,,,,,,,,,,,,,,,,,,,,,,,,
호수농원,"계명대학교 성서캠퍼스가 인근에 있는 농촌체험장으로, 주로 블루베리 체험과 계절에 따라서 배추, 열무 등 다양한 수확 체험을 할 수 있는 장소이다. 쿠킹체험으로는 물김치 담그기, 상추 햄버거 만들기, 머핀 만들기 등이 있다. 도농 상생 농업 체험장으로 유치원 단체 체험과 주말 가족 나들이 장소로 이색 투어가 진행되고 있으며 쿠킹 수업과 농업 체험 역시 도시인들에게 새로운 체험의 기회를 제공한다. 주중에는 기관과 단체손님만 진행을 하고 일반 가족 여행객은 주말에만 체험이 가능하다.",,대구광역시 달성군 다사읍 다사로 622,가능,,,,,,,,,,연중무휴,,,https://blog.naver.com/lakenfarm,10:00~15:00,,,,있음,김치담그기 / 블루베리 케이크 만들기 / 블루베리 잼 만들기 / 블루베리 수확 체험 등,,,,,,,,,,,,,,,,,"농촌체험 11,000원
※ 체험 별로 상이함으로 홈페이지 참조",,,,,,,,,,,,,
두류정수장후적지,"두류정수장은 1969년 만들어져 대구광역시 수성구, 남구,중구, 달서구 일대 100여만 가구에 하루 20만톤의 수돗물을 공급해 오다 2009년 8월 폐쇄돼 방치되어 왔던 곳이다. 그러다 정수장이 위치한 달서구청이 2018년 2월부터 이전 터를 시민들의 휴식공간으로 개방하여 지금은 공원으로 불리기도 한다. 주변으로는 코오롱 야외음악당 등이 있으며 현재의 모습은 예전의 정수장 관리 시설도 그대로 남아 있으며 여전히 잘 관리되고 있어 주민들의 쉼터가 되기도 하고 운동이나 산책공간을 제공한다. 하절기에는 무료 물놀이장이 개설되어 주민들로부터 좋은 평가를 받는 곳이다.",,대구광역시 달서구 공원순환로 36 (두류동),가능,,,,,,,,,,연중무휴,,,달서 문화관광 https://dalseo.daegu.kr/tour,상시 개방,,무료,,있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한영아트센터,"한영아트센터는 합리적인 인프라 전문 공간을 제공함으로써 내실 있는 공연, 다채로운 전시, 다양한 연령층이 참여할 수 있는 대구를 대표하는 아트센터이며 풍성한 프로그램을 운영하여 시민들에게 문화 예술로 행복을 선사하고 있다. 대구의 대동맥인 달구벌대로 수성네거리에 위치해 외곽에 위치한 다른 문화 공간과는 다르게 시내 중심에 있어 편리한 교통과 뛰어난 접근성이 장점이다. 고품격 복합문화 예술공간을 지향하며 연주자의 섬세함까지 객석에 전달되는 200석 규모의 콘서트홀부터 연회장, 갤러리, 축음기박물관, 종박물관 등이 자리하고 있으며 세계적인 아티스트들의 작품들을 감상하며 커피 한 잔을 즐길 수 있는 카페도 있어 도심 속에서 문화를 보다 편리하고 편안하게 즐기기 좋은 장소이다. 또 연회장인 화영홀은 리셉션 홀로 각종행사나 모임장소로도 대관이 가능하다.",,대구광역시 수성구 수성동4가,가능,,,,,,,,,,법정공휴일,,,https://www.hyartcenter.co.kr,09:00~18:00 (휴게시간 12:00~13:00),,,,,,,,"공연 별로 상이함
※ 무료 : 축음기박물관·종박물관",루프탑 카페 / 종박물관 / 안암홀 / 화영홀 등,,,,,,,,,,,,,,,,,,,,,,,,,,
아르떼수성랜드 아이스링크,"대구 수성구 수성못 인근 아르떼수성랜드에 위치한 아르떼수성랜드아이스링크장은 이 놀이 동산에 자리한 실내아이스링크장으로 무더운 한여름에도 이용할 수 있다. 바로 옆에 아르떼성수랜드와 수성못이 있어 자연에서 공원도 즐기고 아이스링크장에서 스케이팅도 즐길 수 있는 곳이다. 아르떼수성랜드는 바이킹, 범퍼카, 스윙거, 공중자전거를 비롯한 여러가지 놀이시설과 어린이 동물원을 포함한 어린이 모험놀이터, 어린이 실내놀이터 등 놀이시설들과 아르떼공예마을, 피크닉가든, 수성못전망대 등 즐길거리를 제공하고 피크닉장과는 별도로 BBQ하우스도 운영하는 수성구의 놀이공원이다.",,대구광역시 수성구 용학로 35-5 (상동),,,,,,,,,,,매주 월요일,,,https://suseongland.co.kr/ice_fee,"- 평일 12:00~17:50 (입장 마감 17:00)
- 주말·법정공휴일 11:00~16:20 (입장 마감 15:35)",,,,있음,,,,"- 아이스링크 입장+장비대여 10,000원
- 아이스링크 입장+스케이트 소지자 8,000원
※ 무료 : 0개월~35개월 무료
※ 자세한 사항은 홈페이지 참조",,,,,,,,,,,,,,,,,,,,,,,,,,,
대구삼성라이온즈파크,"KBO 리그팀 삼성라이온즈의 홈구장이다. 일명 쿠키커터식구장에서 벗어난 대한민국 최초의 팔각구장이다. 24,000석에 최대 29,000명을 수용할 수 있어서 대한민국의 야구장 중에서 좌석수와 수용 인원이 가장 많은 야구장이다. 옛 홈구장인 대구시민운동장 야구장과 마찬가지로 홈팀 삼성이 3루 쪽 덕아웃을 사용하고 있으며 경기가 진행중일 때는 외부 경관 조명을 켜는데 이기고 있을 땐 푸른색, 지고 있을 땐 붉은색, 동점일 땐 푸른색과 붉은색 조명을 교차해서 켠다. 야구장에서의 관람 외 먹거리로는 치킨집을 비롯한 떡볶이나 튀김류를 판매하는 분식점, 버거킹, 할리스커피 등 다양하여 관중들에게 사랑받는 구장이기도 하며 대구광역시에서는 지하철 2호선 대공원역이 있으며 다수의 시내버스 노선이 통과하여 접근성이 매우 뛰어난 구장으로 야구팬들의 사랑을 받고 있다. 또 물품보관대가 무료이니 구장 반입불가 물품을 보관하기에도 부담이 없어 야구팬들에게 좋은 평가를 받기도 한다.",,대구광역시 수성구 연호동,,,,,,,,,"주변이 자연이라 구장이 더 예쁜 것 같아요!! 지하철 내려서 바로라 너무 좋습니다. 시즌 개막하여 갔다왔는데 교통도 좋고 먹거리도 많아서 즐기기 좋아요 대구의 자랑! 대구의 자존심! 삼성라이온즈의 홈구장인 라이온즈파크입니다!! 시설깨끗하고 야구관람하기 아주 좋았습니다 대중교통이든 자차든 접근성 정말 좋습니다. 구장 뒤로 야트막한 산이 있어서 탁 트인 느낌도 좋아요. 시설들도 깨끗하게 잘 관리되고 있고요. 시설 관리도 잘 되어 있고 먹거리도 다양합니다. 도심과는 살짝 떨어져 있지만 지하철역이 구장 바로 앞이라 이동하기도 편리해요. 그리고 구장 외관 디자인이 예쁩니다. 삼성라이온즈 팬이라면 무조건 방문해야하는 곳입니다! 이번 한국시리즈때 처음 다녀왔어요. 내부 시설들도 다 괜찮고 화장실도 깨끗해요! 특히 루프탑자리는 햇빛이 강하지만 그래도 시야가 매우 좋습니다. 내년 정기시즌에도 자주 방문하고 싶네요^^ 응원하는 재미가 넘치는 대구삼성라이온즈파크! 시설이 정말 깨끗하고 좋더라구요. 삼성 라이온즈를 응원하는 문화도 넘넘 재미있고 활기가 넘쳐요! 아이들과 같이 가서 야구 보고 응원하고 맛있는거 먹으면 진짜 좋은 추억을 쌓을 수 있어서 추천합니다! 대구삼성라이온즈파크에서 가족들과 야구 경기보고 응원하고 오면 진짜 스트레스 풀리고 너무 좋아요! 시설도 깔끔하고 교통편도 좋아서 가족, 친구들과 경기 있는 날 여행가보시는걸 완전 강추합니다! 응원하는 팀이 이기는 날은 진짜 최고에요! 대구에 연고지를 둔 삼성라이온즈의 홈경기장입니다. 친구나 가족들과 방문하기도 좋고 맛있는 음식들을 먹으면서 야구를 관람할수 있는곳입니다. 버스도 지하철도 이용하기 편리해서 접근성도 좋습니다. 라팍은 방문하기 정말 좋아요. 교통이 일단 너무 편리하고 굿입니다. 주변환경이 좋아서 더 끌려 응원하러 갑니다.",,경기 일정에 따라 상이함,,,https://www.samsunglions.com,경기 일정에 따라 상이함,,,,있음,,,,"[평일]
- SKY 하단 지정석 일반 10,000원
- SKY 하단 지정석 어린이·청소년·경로 등 7,000원
- 중앙 SKY 상단 지정석 일반 9,000원
- 중앙 SKY 상단 지정석 어린이·청소년·경로 등 6,000원
[주말]
- SKY 하단 지정석 일반 11,000원
- SKY 하단 지정석 어린이·청소년·경로 등 8,000원
- 중앙 SKY 상단 지정석 일반 10,000원
- 중앙 SKY 상단 지정석 어린이·청소년·경로 등 7,000원
※ 자세한 사항은 홈페이지 참조",편의점 / 치킨점 / 족발점 / 분식점 / 물품보관대 / 수유실 등,,,,,,,,,,,,,,,,,,,,,,,,,,
FXCO (펙스코),"FXCO (펙스코)는 패션 신진디자이너 브랜드 육성을 위한 대구시의 섬유패션 정책산업의 일환으로 2021년 오픈하였고 패션과 라이프스타일의 공존(Fashion X Co-existence)를 의미한다. 신진 패션 디자이너와 젊은 창업가들의 꿈을 이루는 Creative Lifestyle Platform이라는 비전과 함께 대구 최초 컨테이너 ‘복합-패션-문화 공간’ 으로서 30여명의 패션디자이너들, 아티스트, 청년창업가들과 오늘도 새로운 꿈을 계획하고 있다.",,대구광역시 북구 엑스코로 3,가능,,,,,,출입구까지 턱이 없어 휠체어 접근 가능함,주출입구는 턱이 없어 휠체어 접근 가능함(자동문/수동문),화려해보여요~ 가보고 싶어요~~~ 싱그럽네요 넘 가고 싶어요~~~ 대구 펙스코 가보고싶어요 가보고싶어요 오 핫한 느낌!!! 볼거리도 많을거같네요! 대구는 보통 먹으러가는데 최근에는 볼거리도 많아진 느낌 오 이런곳이? 가보고 싶어요~ 볼거리도 많고 경치도 좋고 쇼핑하기에도 적격이네요! 오우 엄청 분위기 좋네요 대구에 가면 꼭 방문해봐야 겠어요. 기대됩니다^^,,매월 세번째 월요일 / 설·추석당일,,,http://fxco.kr,11:00~20:00,,무료,,있음,,,,,,장애인 주차장 있음(공영주차장)_무장애 편의시설,,,,엘리베이터 있음,,,,,,,,,,,,,,,,,,,,,
대구 중구문화원,"중구문화원은 지방문화원진흥법에 의거하여 설립된 대구 최초의 문화원으로 전통문화유산을 발전 계승하고, 연구와 조사를 통하여 구민들의 문화적 욕구를 충족시키기 위하여 설립되었다. 지역 문화 개발 보급, 보존 전승 및 선양, 지역 문화 행사 개최, 전통문화 국내외 교류, 기타 지역 문화 발전에 이바지할 수 있는 사업 등 지역 문화 개발과 진흥을 목적으로 활동하며 1991년 11월 대구직할시문화원으로 수성구 두산동에 설립되었다. 이후 기초지방자치단체 단위의 문화원이 잇달아 설립되면서 1995년 대구광역시 중구문화원으로 개칭하였고 2004년 완공된 봉산문화회관 4층으로 이전하였다. 오랜 역사와 많은 문화유산을 토대로 지역 문화 행사와 사회 문화 활동, 향토 문화 발굴 및 조사 연구, 청소년 문화 의식 고취, 지역 문화 교류 사업 등의 문화 사업을 기획 운영하고 있다. 예절교실, 합창단, 문화 탐방을 매년 운영하고 있으며 찾아가는 문화마당, 가족열린음악회, 길거리 춤판, 오페라 라보엠 공연, 가투 제작, 청라언덕 노래비 제수, 송년음악회 아베마리아의 밤, 시 낭송의 밤, 안동 하회별신굿 탈춤놀이, 전국 여류 한시백일장, 전국 한시 지상 백일장 등 다양한 문화 예술 활동을 매년 새로이 기획하여 활발히 전개하고 있다.",,대구광역시 중구 봉산문화길 77 (봉산동) 4층,가능,,,,,,출입구까지 단차가 없어 휠체어 접근 가능함(수동문),,,,토요일~일요일 / 법정공휴일,,,http://www.djc.kr,09:00~18:00 (휴게시간 12:00~13:00),,,,장애인 전용 화장실 있음,,,,무료,,장애인 전용 주차구역 있음_무장애 편의시설,,,,엘리베이터 있음,,,,,,,,,합창단 / 문화탐방 / 인문학특강 / 예절교실 등,,,,,,,,,,,,
앞산자락길,"앞산 자락길은 대구광역시 남구 고산골 메타세쿼이아 길에서 달비골 청소년수련관까지 이어지는 구간으로 기존의 등산로와는 달리 앞산순환도로에서 일정 높이의 이격 거리를 두고 등고선을 따라 산자락부에 기존의 산책로와 오솔길을 자연스럽게 연결하여 누구나 편안하게 걸을 수 있도록 조성된 길이다. 앞산 자락길을 걷다 보면 고려태조 왕건의 유래와 관련 있는 전통사찰을 볼 수 있고 고산골에서 출발하면 메타세쿼이아길을 지나 과거 앞산의 흔적을 찾을 수 있는 용두토성, 공룡발자국 및 지질자원(연흔·건열)을 볼 수 있다.",,대구광역시 남구 용두2길 43,,,,,,,출입구까지 경사로가 설치되어 있음,주출입구는 단차가 없어 휠체어 접근 가능함,,,연중무휴,,,https://www.daegu.go.kr/cts/,상시 개방,,,,,,,,무료,,장애인 전용 주차구역 있음_무장애 편의시설,케이블카 휠체어 탑승 불가,,,,,,,,,,,,,,,,,,,,,,,,
이태원길(대구),"문화예술거리 이태원길은 칠곡의 천재 소설가 이태원을 기리는 문화예술거리로, ‘이태원길’은 특색적인 문화자원으로 관광화하여 북구의 대표 거리로 육성하고자 조성되다. 소설가 이태원을 중심 콘텐츠로 삼은 ‘이태원길’에서는 그의 생애를 볼 수 있는 ‘문학관’과 그의 소설 ‘객사’를 각색한 거리극도 관람할 수 있다. 또한 거리 활성화를 위한 ‘초청공연’, ‘예술장터’등을 마련하여 시민들에게 즐거운 경험과 다양한 볼거리를 선사하고자 한다.",,대구광역시 북구 동천동,가능 (도보 5분 거리 공용주차장),,,,,,"문화시설 부지 넓음. 이동경로가 넓어 휠체어, 전동 스쿠터 사용자 손쉽게 이용 가능
내부 턱 없음.","출입통로 형태 : 상시 개방형.
출입통로가 넓어 휠체어, 전동 스쿠터 진입 쉬움.","이태원길에 조형물이 이쁘게 설치되어있어 길거리가 이뻐보여요 각 길,골목마다 카페,음식점,술집등등 없는게 없는 거리였어요! 처음 가봤는데 재방문하고싶어요",,"[이태원 문학관]
- 매주 일요일, 월요일 / 공휴일 (전화 문의)",,,https://www.hbcf.or.kr/front/,"[이태원 문학관]
- 화요일~토요일 10:00~19:00",,,,,예술장터 및 초청공연 시즌 운영,,,,,,,,,,,,,,,,,,,,,,,,,,,,"대중교통 이용 가능 : 칠곡그린파크2 정류장.
저상버스 운행 : 706번, 937번, 칠곡1번, 칠곡6번",,
큰나무집,"큰 나무집은 궁중약백숙으로 유명한 맛집이다. 30년 넘는 경력을 지닌 주방장이 만드는데 20여 가지 한약재, 찹쌀, 인삼, 대추 및 16가지의 다양한 잡곡을 넣어 요리한다. 게다가 토종닭을 사용하여 육질이 쫄깃하다. 궁중닭백숙 외에 능이백숙, 전복백숙, 스페셜백숙, 오리백숙 등도 맛볼 수 있다. 큰 나무집의 모든 음식은 화학조미료를 첨가하지 않고 오로지 자연에서 얻은 재료로 고유의 비법과 정성을 다하여 만든다.",,대구광역시 달성군 가창면 우록길 24,가능,,,,,,,,,11:00~21:00 (마지막 주문 20:00),연중무휴,궁중약백숙,능이백숙 / 전복백숙 / 스페셜백숙 / 오리백숙 등,https://blog.naver.com/farm-tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
마루막창 수성점,"마루막창 수성점은 막창 전문점이다. 하지만 외관과 내부를 둘러보면 여느 막창집과는 다른 분위기를 풍긴다. 모던하고 감각적인 내 외부가 세련된 카페를 연상시키기 때문이다. 이곳의 대표 메뉴는 소막창이다. 이 밖에 돼지막창, 삼겹살, 막밥 등도 맛볼 수 있다. 막밥은 볶음밥의 일종인데 밥에 소막창과 차돌박이를 넣은 볶음밥에 김 가루와 달걀 프라이가 얹어 나온다.",,대구광역시 수성구 수성못2길 5 (두산동),가능,,,,,,,,,"- 금요일~토요일 17:00~01:00
- 일요일~목요일 17:00~24:00",연중무휴,소막창,돼지막창 / 삼겹살 / 목살 / 물냉면 등,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한밤마을돌담길,군위군 한밤마을은 팔공산 북쪽 자락에 위치해 있어 경치가 수려하고 마을 전체의 집들이 북향으로 배치되어 있는 점이 특별하다. 마을의 대부분은 전통 한옥 구조로 지어졌으며 담장은 경오년(1930년) 대홍수로 떠내려 온 돌들을 이용하여 축조한 돌담으로 그 길이를 이으면 6.5㎞가 된다고 하여 육지의 제주도라고도 불린다. 전체적으로 이 지역에서 채집된 강돌로 자연스럽게 축조된 돌담은 전통가옥들과 조화를 이루고 있고 곡선형의 매우 예스러운 골목길의 정취를 자아내고 보존 또한 잘 되어 있다. 골목길에 위치한 군위 대율리 대청은 경상북도 유형문화재 제262호로 조선 전기에 세워졌으나 임진왜란 때 불타서 없어지고 인조 10년에 다시 지어져 학교처럼 사용하다가 현재는 마을의 경로당으로 사용 중인 전통건축물이다. 대청 옆 군위 남천고택은 지금은 한옥펜션으로 사용되나 예약하면 내부를 볼 수 있어 돌담길 산책과 함께 방문하여 전통 마을의 아름다움을 느낄 수 있다. 봄이면 돌담 뒤의 벚꽃나무 한그루를 보기위해 많은 사람들이 이곳을 찾는다. 군락지의 화려함은 아니지만 옛 가옥과 돌담을 배경으로 한 한그루 벚꽃나무의 풍경은 이미 SNS 성지로 유명하다.,,대구광역시 군위군 부계면 한티로 2135,가능,,,,,,,,마을 전체가 돌담으로 되어 있어 제주도 느낌도 나네요,,연중무휴,,,,상시 개방,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
